"TPLName","Alpine","Plant category","Life form","Lifespan","Reproduction frequency","Dormancy","Embryo","Seed.mass","Source","Macroregion","Region","Accession","Dish","Scarification","GA3","Stratification","Stratification_Y_N","Light","Alternating","Tmean","Tdif","Temperature","Sown","Germinated","Germinable","MGT","MGR","UNC","SYN"
"Jasione cavanillesii","Strict","Herb","H","perennial","polycarp",NA,0.22,"0.096","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 290812-04  30T 351595 4783197 NA","d1","N","N","Cold","Y","Y","Y",17,10,"15C","25",0,24,"NA","NA","0","NA"
"Silene suecica","Strict","Herb","H","perennial","polycarp",NA,0.61,"0.0695","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 010812-04  30T 353919 4772295 NA","d2","N","N","Cold","Y","Y","Y",9,10,"10C","25",8,25,NA,NA,NA,NA
"Jasione cavanillesii","Strict","Herb","H","perennial","polycarp",NA,0.22,"0.096","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 290812-04  30T 351595 4783197 NA","d4","N","N","None","N","N","N",3,0,"5C","25",0,24,NA,NA,NA,NA
"Carex asturica","Generalist","Grass","H, G","perennial","polycarp",NA,0.06,"4.4069","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 010812-02  30T 356136 4770887 NA","d2","N","N","None","N","N","N",3,0,"5C","25",0,24,NA,NA,NA,NA
"Carex asturica","Generalist","Grass","H, G","perennial","polycarp",NA,0.06,"4.4069","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 010812-02  30T 356136 4770887 NA","d1","N","N","None","N","Y","Y",9,10,"10C","25",0,23,"NA","NA","0","NA"
"Silene suecica","Strict","Herb","H","perennial","polycarp",NA,0.61,"0.0695","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 010812-04  30T 353919 4772295 NA","d3","N","N","Cold","Y","Y","Y",25,10,"25C","25",13,24,NA,NA,NA,NA
"Carex asturica","Generalist","Grass","H, G","perennial","polycarp",NA,0.06,"4.4069","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 010812-02  30T 356136 4770887 NA","d1","N","N","Cold","Y","Y","Y",25,10,"25C","25",0,25,"NA","NA","0","NA"
"Jurinea humilis","Generalist","Herb","H","perennial","polycarp",NA,1,"5.5759","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 230812-07  30T 345477 4774356 NA","d2","N","N","None","N","N","N",3,0,"5C","25",1,13,NA,NA,NA,NA
"Arenaria grandiflora","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.5456","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 130813-06  30T 369750 4746190 NA","d3","N","N","None","N","N","N",3,0,"5C","25",14,24,NA,NA,NA,NA
"Arenaria grandiflora","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.5456","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 130813-06  30T 369750 4746190 NA","d4","N","N","None","N","Y","Y",9,10,"10C","25",20,23,"17.850000000000001","5.6022408963585402E-2","1.71288762151816","0.31052631578947398"
"Arenaria grandiflora","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.5456","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 130813-06  30T 369750 4746190 NA","d2","N","N","None","N","N","N",3,0,"5C","25",20,24,NA,NA,NA,NA
"Jurinea humilis","Generalist","Herb","H","perennial","polycarp",NA,1,"5.5759","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 230812-07  30T 345477 4774356 NA","d2","N","N","None","N","N","N",3,0,"5C","25",2,17,NA,NA,NA,NA
"Jurinea humilis","Generalist","Herb","H","perennial","polycarp",NA,1,"5.5759","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 230812-07  30T 345477 4774356 NA","d3","N","N","None","N","N","N",3,0,"5C","25",0,23,NA,NA,NA,NA
"Carex asturica","Generalist","Grass","H, G","perennial","polycarp",NA,0.06,"4.4069","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 010812-02  30T 356136 4770887 NA","d2","N","N","None","N","Y","Y",25,10,"25C","25",0,23,"NA","NA","0","NA"
"Jurinea humilis","Generalist","Herb","H","perennial","polycarp",NA,1,"5.5759","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 230812-07  30T 345477 4774356 NA","d2","N","N","None","N","N","N",3,0,"5C","25",8,20,NA,NA,NA,NA
"Jurinea humilis","Generalist","Herb","H","perennial","polycarp",NA,1,"5.5759","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 230812-07  30T 345477 4774356 NA","d1","N","N","Cold","Y","Y","Y",9,10,"10C","25",1,17,"14","7.1428571428571397E-2","0","NA"
"Jurinea humilis","Generalist","Herb","H","perennial","polycarp",NA,1,"5.5759","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 230812-07  30T 345477 4774356 NA","d3","N","N","None","N","Y","Y",17,10,"15C","25",19,21,"15.842105263157899","6.3122923588039906E-2","1.52880181452532","0.38596491228070201"
"Jurinea humilis","Generalist","Herb","H","perennial","polycarp",NA,1,"5.5759","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 230812-07  30T 345477 4774356 NA","d3","N","N","None","N","Y","Y",25,10,"25C","25",1,16,"21","4.7619047619047603E-2","0","NA"
"Jurinea humilis","Generalist","Herb","H","perennial","polycarp",NA,1,"5.5759","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 230812-07  30T 345477 4774356 NA","d1","N","N","None","N","Y","Y",17,10,"15C","25",20,22,"16.8","5.95238095238095E-2","1.49046857073283","0.40526315789473699"
"Helictotrichon marginatum","Generalist","Grass","H","perennial","polycarp",NA,0.2,"1.9623999999999999","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 310712-06  30T 339000 4781000 NA","d1","N","N","None","N","Y","Y",9,10,"10C","25",9,11,"23.3333333333333","4.2857142857142899E-2","0.91829583405449","0.5"
"Fritillaria legionensis","Strict","Herb","G","perennial","polycarp",NA,0.06,"3.3138684210526299","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 300813-01  29T 708700 4694227 NA","d4","N","N","None","N","Y","Y",9,10,"10C","25",1,23,"NA","NA","0","NA"
"Festuca paniculata","Strict","Grass","H","perennial","polycarp","PD",0.2,"5.192","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 310712-05  30T 339000 4781000 NA","d4","N","N","None","N","Y","Y",9,10,"10C","25",0,9,"NA","NA","0","NA"
"Helictotrichon marginatum","Generalist","Grass","H","perennial","polycarp",NA,0.2,"1.9623999999999999","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 310712-06  30T 339000 4781000 NA","d4","N","N","Cold","Y","Y","Y",9,10,"10C","25",4,7,"24.5","4.08163265306122E-2","1","0"
"Fritillaria legionensis","Strict","Herb","G","perennial","polycarp",NA,0.06,"3.3138684210526299","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 300813-01  29T 708700 4694227 NA","d1","N","N","Cold","Y","Y","Y",9,10,"10C","25",24,24,"10.5","9.5238095238095205E-2","1","0.33333333333333298"
"Scorzoneroides cantabrica","Strict","Herb","H","perennial","polycarp",NA,1,"0.88475000000000004","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 280813-04  30T 340203 4773152 NA","d2","N","N","None","N","N","N",3,0,"5C","25",2,9,NA,NA,NA,NA
"Jasione cavanillesii","Strict","Herb","H","perennial","polycarp",NA,0.22,"0.096","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 290812-04  30T 351595 4783197 NA","d4","N","N","None","N","N","N",3,0,"5C","25",0,25,NA,NA,NA,NA
"Arenaria purpurascens","Strict","Herb","CH","perennial","polycarp",NA,0.61,"0.216236363636364","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-03  30T 351075 4782733 NA","d2","N","N","None","N","Y","Y",17,10,"15C","25",2,20,"10.5","9.5238095238095205E-2","1","0"
"Saxifraga oppositifolia","Strict","Herb","CH","perennial","polycarp","MPD",0.33,"0.11","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 010812-05  30T 353889 4772278 NA","d1","N","N","Cold","Y","Y","Y",25,10,"25C","25",0,10,"NA","NA","0","NA"
"Arenaria purpurascens","Strict","Herb","CH","perennial","polycarp",NA,0.61,"0.216236363636364","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-03  30T 351075 4782733 NA","d3","N","N","None","N","N","N",3,0,"5C","25",2,23,NA,NA,NA,NA
"Androsace villosa","Generalist","Herb","CH","perennial","polycarp",NA,0.21,"1.0782","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 290812-02  30T 351457 4785493 NA","d3","N","N","None","N","Y","Y",9,10,"10C","25",3,24,"NA","NA","0","NA"
"Saxifraga oppositifolia","Strict","Herb","CH","perennial","polycarp","MPD",0.33,"0.11","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 010812-05  30T 353889 4772278 NA","d2","N","N","None","N","N","N",3,0,"5C","25",0,15,NA,NA,NA,NA
"Festuca paniculata","Strict","Grass","H","perennial","polycarp","PD",0.2,"5.192","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 310712-05  30T 339000 4781000 NA","d3","N","N","Cold","Y","Y","Y",17,10,"15C","25",7,7,"NA","NA","0","NA"
"Rumex suffruticosus","Strict","Herb","H","perennial","polycarp",NA,0.5,"1.1488","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 230812-02  30T 347003 4774338 NA","d4","N","N","Cold","Y","Y","Y",25,10,"25C","25",6,23,"11.6666666666667","8.5714285714285701E-2","1.45914791702724","0.266666666666667"
"Silene acaulis","Strict","Herb","CH","perennial","polycarp","PD",0.61,"0.3596","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-01  30T 351075 4782733 NA","d1","N","N","Cold","Y","Y","Y",9,10,"10C","25",15,23,"12.6","7.9365079365079402E-2","0.721928094887362","0.64444444444444404"
"Carex asturica","Generalist","Grass","H, G","perennial","polycarp",NA,0.06,"4.4069","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 010812-02  30T 356136 4770887 NA","d1","N","N","None","N","N","N",3,0,"5C","25",1,21,NA,NA,NA,NA
"Silene acaulis","Strict","Herb","CH","perennial","polycarp","PD",0.61,"0.3596","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-01  30T 351075 4782733 NA","d4","N","N","None","N","N","N",3,0,"5C","25",6,23,NA,NA,NA,NA
"Teesdaliopsis conferta","Strict","Herb","H","perennial","polycarp",NA,1,"1.6275999999999999","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 310713-03  29T 684469 4681945 NA","d1","N","N","None","N","N","N",3,0,"5C","25",25,25,NA,NA,NA,NA
"Teesdaliopsis conferta","Strict","Herb","H","perennial","polycarp",NA,1,"1.6275999999999999","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 310713-03  29T 684469 4681945 NA","d2","N","N","None","N","Y","Y",17,10,"15C","25",21,22,"9.3333333333333304","0.107142857142857","0.963745994207332","0.6"
"Festuca paniculata","Strict","Grass","H","perennial","polycarp","PD",0.2,"5.192","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 310712-05  30T 339000 4781000 NA","d4","N","N","Cold","Y","Y","Y",17,10,"15C","25",10,11,"NA","NA","0","NA"
"Arenaria erinacea","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.216236363636364","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 180913-02  30T 351628 4781356 NA","d1","N","N","Cold","Y","Y","Y",17,10,"15C","25",12,20,"NA","NA","0","NA"
"Teesdaliopsis conferta","Strict","Herb","H","perennial","polycarp",NA,1,"1.6275999999999999","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 310713-03  29T 684469 4681945 NA","d1","N","N","None","N","Y","Y",17,10,"15C","25",25,25,"10.64","9.3984962406015005E-2","1.33972183240961","0.44333333333333302"
"Festuca paniculata","Strict","Grass","H","perennial","polycarp","PD",0.2,"5.192","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 310712-05  30T 339000 4781000 NA","d1","N","N","None","N","N","N",3,0,"5C","25",4,4,NA,NA,NA,NA
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d1","N","N","None","N","N","N",3,0,"5C","25",4,24,NA,NA,NA,NA
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d3","N","N","None","N","N","N",3,0,"5C","25",4,25,NA,NA,NA,NA
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d4","N","N","None","N","N","N",3,0,"5C","25",3,22,NA,NA,NA,NA
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d3","N","N","None","N","Y","Y",9,10,"10C","25",8,25,"14.875","6.7226890756302504E-2","1.06127812445913","0.53571428571428603"
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d2","N","N","Cold","Y","Y","Y",9,10,"10C","25",8,20,"14","7.1428571428571397E-2","1.5","0.16666666666666699"
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d2","N","N","None","N","Y","Y",25,10,"25C","25",7,21,"13","7.69230769230769E-2","1.55665670746282","0.238095238095238"
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d1","N","N","Cold","Y","Y","Y",25,10,"25C","25",11,24,"13","7.69230769230769E-2","1.66449777920046","0.28571428571428598"
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d2","N","N","None","N","N","N",3,0,"5C","25",4,23,NA,NA,NA,NA
"Carex sempervirens","Generalist","Grass","H","perennial","polycarp","PD",0.06,"1.08","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 220812-09  30T 349822 4778962 NA","d1","N","N","None","N","Y","Y",17,10,"15C","25",13,18,"20.461538461538499","4.8872180451127803E-2","1.57662122010749","0.28205128205128199"
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d1","N","N","None","N","N","N",3,0,"5C","25",3,23,NA,NA,NA,NA
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d2","N","N","None","N","N","N",3,0,"5C","25",3,23,NA,NA,NA,NA
"Carex sempervirens","Generalist","Grass","H","perennial","polycarp","PD",0.06,"1.08","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 220812-09  30T 349822 4778962 NA","d1","N","N","None","N","Y","Y",25,10,"25C","25",14,14,"20","0.05","1.0949143184121","0.52747252747252704"
"Arenaria purpurascens","Strict","Herb","CH","perennial","polycarp",NA,0.61,"0.216236363636364","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-03  30T 351075 4782733 NA","d4","N","N","None","N","N","N",3,0,"5C","25",2,23,NA,NA,NA,NA
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d1","N","N","Cold","Y","Y","Y",9,10,"10C","25",6,23,"14","7.1428571428571397E-2","1.37095059445467","0.3"
"Silene ciliata","Generalist","Herb","CH","perennial","polycarp",NA,0.61,"0.621213836477987","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-04  30T 351075 4782733 NA","d4","N","N","None","N","Y","Y",25,10,"25C","25",9,22,"16.3333333333333","6.1224489795918401E-2","1.43552050428267","0.33333333333333298"
"Carex sempervirens","Generalist","Grass","H","perennial","polycarp","PD",0.06,"1.08","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 220812-09  30T 349822 4778962 NA","d1","N","N","None","N","N","N",3,0,"5C","25",0,21,NA,NA,NA,NA
"Arenaria purpurascens","Strict","Herb","CH","perennial","polycarp",NA,0.61,"0.216236363636364","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-03  30T 351075 4782733 NA","d4","N","N","None","N","Y","Y",25,10,"25C","25",0,22,"NA","NA","0","NA"
"Arenaria purpurascens","Strict","Herb","CH","perennial","polycarp",NA,0.61,"0.216236363636364","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-03  30T 351075 4782733 NA","d3","N","N","None","N","Y","Y",17,10,"15C","25",2,22,"10.5","9.5238095238095205E-2","1","0"
"Saxifraga oppositifolia","Strict","Herb","CH","perennial","polycarp","MPD",0.33,"0.11","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 010812-05  30T 353889 4772278 NA","d1","N","N","Cold","Y","Y","Y",9,10,"10C","25",0,17,"14","7.1428571428571397E-2","0","NA"
"Arenaria purpurascens","Strict","Herb","CH","perennial","polycarp",NA,0.61,"0.216236363636364","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 210812-03  30T 351075 4782733 NA","d3","N","N","None","N","N","N",3,0,"5C","25",4,22,NA,NA,NA,NA
"Scorzoneroides cantabrica","Strict","Herb","H","perennial","polycarp",NA,1,"0.88475000000000004","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 280813-04  30T 340203 4773152 NA","d1","N","N","Cold","Y","Y","Y",17,10,"15C","25",11,11,NA,NA,NA,NA
"Scorzoneroides cantabrica","Strict","Herb","H","perennial","polycarp",NA,1,"0.88475000000000004","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 280813-04  30T 340203 4773152 NA","d4","N","N","None","N","Y","Y",9,10,"10C","25",5,17,NA,NA,NA,NA
"Festuca eskia","Strict","Grass","H","perennial","polycarp",NA,0.2,"1.2925727272727301","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 230812-08  30T 345477 4774356 NA","d4","N","N","None","N","Y","Y",9,10,"10C","25",4,19,"10.5","9.5238095238095205E-2","1","0.33333333333333298"
"Festuca paniculata","Strict","Grass","H","perennial","polycarp","PD",0.2,"5.192","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 310712-05  30T 339000 4781000 NA","d2","N","N","Cold","Y","Y","Y",9,10,"10C","25",12,12,"NA","NA","0","NA"
"Festuca eskia","Strict","Grass","H","perennial","polycarp",NA,0.2,"1.2925727272727301","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 230812-08  30T 345477 4774356 NA","d2","N","N","None","N","Y","Y",9,10,"10C","25",3,18,"16.3333333333333","6.1224489795918401E-2","0.91829583405449","0.33333333333333298"
"Jasione cavanillesii","Strict","Herb","H","perennial","polycarp",NA,0.22,"0.096","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 290812-04  30T 351595 4783197 NA","d1","N","N","None","N","Y","Y",17,10,"15C","25",2,25,"10.5","9.5238095238095205E-2","1","0"
"Jasione cavanillesii","Strict","Herb","H","perennial","polycarp",NA,0.22,"0.096","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 290812-04  30T 351595 4783197 NA","d2","N","N","None","N","N","N",3,0,"5C","25",0,24,NA,NA,NA,NA
"Scorzoneroides cantabrica","Strict","Herb","H","perennial","polycarp",NA,1,"0.88475000000000004","Fernández-Pascual Plant Biol","Europe","Cantabrian Mountains","Spain 280813-04  30T 340203 4773152 NA","d1","N","N","Cold","Y","Y","Y",25,10,"25C","25",13,13,NA,NA,NA,NA
